ZEIT_LANG,ZEIT_CODE,RAUM_LANG,RAUM_CODE,BEW,Datenstatus,QUARTIEREZH_LANG,QUARTIEREZH_CODE,KREISEZH_LANG,KREISEZH_CODE,StichtagDatJahr,StichtagDatJahr_str,Jahr,RAUM_my_sort
2019-12-31,Z31122019,Eierbrecht,R3Z120,1778.0,Veröffentlicht,Witikon,R00074,Kreis 7 (ab 1934),R01300,2019-12-31,2019-12-31,2019,120
2019-12-31,Z31122019,Loorenstrasse,R3Z121,758.0,Veröffentlicht,Witikon,R00074,Kreis 7 (ab 1934),R01300,2019-12-31,2019-12-31,2019,121
2019-12-31,Z31122019,Glockenacker,R3Z122,1110.0,Veröffentlicht,Witikon,R00074,Kreis 7 (ab 1934),R01300,2019-12-31,2019-12-31,2019,122
2019-12-31,Z31122019,Kienastenwies,R3Z123,1411.0,Veröffentlicht,Witikon,R00074,Kreis 7 (ab 1934),R01300,2019-12-31,2019-12-31,2019,123
2019-12-31,Z31122019,Wiesliacher,R3Z124,1182.0,Veröffentlicht,Witikon,R00074,Kreis 7 (ab 1934),R01300,2019-12-31,2019-12-31,2019,124
2019-12-31,Z31122019,Seebad Utoquai,R3Z125,1316.0,Veröffentlicht,Seefeld,R00081,Kreis 8 (ab 1915),R01100,2019-12-31,2019-12-31,2019,125
2019-12-31,Z31122019,Bellerive,R3Z126,2198.0,Veröffentlicht,Seefeld,R00081,Kreis 8 (ab 1915),R01100,2019-12-31,2019-12-31,2019,126
2019-12-31,Z31122019,Tiefenbrunnen,R3Z127,1805.0,Veröffentlicht,Seefeld,R00081,Kreis 8 (ab 1915),R01100,2019-12-31,2019-12-31,2019,127
2019-12-31,Z31122019,Kreuzstrasse,R3Z129,2221.0,Veröffentlicht,Mühlebach,R00082,Kreis 8 (ab 1915),R01100,2019-12-31,2019-12-31,2019,129
2019-12-31,Z31122019,Gemeinschaftszentrum,R3Z130,1137.0,Veröffentlicht,Mühlebach,R00082,Kreis 8 (ab 1915),R01100,2019-12-31,2019-12-31,2019,130
2019-12-31,Z31122019,Wildbachstrasse,R3Z131,1967.0,Veröffentlicht,Mühlebach,R00082,Kreis 8 (ab 1915),R01100,2019-12-31,2019-12-31,2019,131
2019-12-31,Z31122019,Mühle,R3Z132,1002.0,Veröffentlicht,Mühlebach,R00082,Kreis 8 (ab 1915),R01100,2019-12-31,2019-12-31,2019,132
2019-12-31,Z31122019,Neumünster,R3Z133,608.0,Veröffentlicht,Weinegg,R00083,Kreis 8 (ab 1915),R01100,2019-12-31,2019-12-31,2019,133
2019-12-31,Z31122019,Botanischer Garten,R3Z134,714.0,Veröffentlicht,Weinegg,R00083,Kreis 8 (ab 1915),R01100,2019-12-31,2019-12-31,2019,134
2019-12-31,Z31122019,Burghölzli,R3Z135,1977.0,Veröffentlicht,Weinegg,R00083,Kreis 8 (ab 1915),R01100,2019-12-31,2019-12-31,2019,135
2019-12-31,Z31122019,Rehalp,R3Z136,2115.0,Veröffentlicht,Weinegg,R00083,Kreis 8 (ab 1915),R01100,2019-12-31,2019-12-31,2019,136
2019-12-31,Z31122019,Brünneliacker,R3Z137,1144.0,Veröffentlicht,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,137
2019-12-31,Z31122019,In den Rütenen,R3Z138,2067.0,Veröffentlicht,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,138
2019-12-31,Z31122019,Bockhornstrasse,R3Z139,1419.0,Veröffentlicht,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,139
2019-12-31,Z31122019,Zollfreilager,R3Z140,4691.0,Veröffentlicht,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,140
2019-12-31,Z31122019,In der Ey,R3Z141,3755.0,Veröffentlicht,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,141
2019-12-31,Z31122019,Mühlezelgstrasse,R3Z142,2221.0,Veröffentlicht,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,142
2019-12-31,Z31122019,Letzigraben,R3Z143,1942.0,Veröffentlicht,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,143
2019-12-31,Z31122019,Sackzelg,R3Z144,1017.0,Veröffentlicht,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,144
2019-12-31,Z31122019,Espenhof,R3Z145,4096.0,Veröffentlicht,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,145
2019-12-31,Z31122019,Dunkelhölzli,R3Z146,2781.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,146
2019-12-31,Z31122019,Loogarten,R3Z147,2886.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,147
2019-12-31,Z31122019,Eichbühl,R3Z148,2347.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,148
2019-12-31,Z31122019,Buchlern,R3Z149,2854.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,149
2019-12-31,Z31122019,Dachslern,R3Z150,2605.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,150
2019-12-31,Z31122019,Bachmatt,R3Z151,2865.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,151
2019-12-31,Z31122019,Werdhölzli,R3Z152,946.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,152
2019-12-31,Z31122019,Hardhof,R3Z153,800.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,153
2019-12-31,Z31122019,Altstetterplatz,R3Z154,2966.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,154
2019-12-31,Z31122019,Calanda,R3Z155,1684.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,155
2019-12-31,Z31122019,Zwyssig,R3Z156,1669.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,156
2019-12-31,Z31122019,Grimsel,R3Z157,2026.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,157
2019-12-31,Z31122019,Edelweiss,R3Z158,1644.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,158
2019-12-31,Z31122019,Letzigrund,R3Z159,2437.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,159
2019-12-31,Z31122019,Juchhof,R3Z160,1028.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,160
2019-12-31,Z31122019,Grünaustrasse,R3Z161,2747.0,Veröffentlicht,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2019-12-31,2019-12-31,2019,161
2019-12-31,Z31122019,Riedhof,R3Z162,3615.0,Veröffentlicht,Höngg,R00101,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,162
2019-12-31,Z31122019,Hönggerberg,R3Z163,2774.0,Veröffentlicht,Höngg,R00101,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,163
2019-12-31,Z31122019,Imbisbühlstrasse,R3Z164,3272.0,Veröffentlicht,Höngg,R00101,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,164
2019-12-31,Z31122019,Werdinsel,R3Z165,2353.0,Veröffentlicht,Höngg,R00101,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,165
2019-12-31,Z31122019,ETH Hönggerberg,R3Z166,911.0,Veröffentlicht,Höngg,R00101,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,166
2019-12-31,Z31122019,Bauherrenstrasse,R3Z167,1607.0,Veröffentlicht,Höngg,R00101,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,167
2019-12-31,Z31122019,Grossmannstrasse,R3Z168,2366.0,Veröffentlicht,Höngg,R00101,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,168
2019-12-31,Z31122019,Waidbad,R3Z169,1869.0,Veröffentlicht,Höngg,R00101,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,169
2019-12-31,Z31122019,Rütihof,R3Z170,3547.0,Veröffentlicht,Höngg,R00101,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,170
2019-12-31,Z31122019,Gsteigstrasse,R3Z171,2044.0,Veröffentlicht,Höngg,R00101,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,171
2019-12-31,Z31122019,Waidspital,R3Z172,1098.0,Veröffentlicht,Wipkingen,R00102,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,172
2019-12-31,Z31122019,Im Sydefädeli,R3Z173,3544.0,Veröffentlicht,Wipkingen,R00102,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,173
2019-12-31,Z31122019,Zschokkestrasse,R3Z174,1950.0,Veröffentlicht,Wipkingen,R00102,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,174
2019-12-31,Z31122019,Rosengartenstrasse,R3Z175,1632.0,Veröffentlicht,Wipkingen,R00102,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,175
2019-12-31,Z31122019,Röschibachstrasse,R3Z176,2969.0,Veröffentlicht,Wipkingen,R00102,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,176
2019-12-31,Z31122019,Schubertstrasse,R3Z177,2992.0,Veröffentlicht,Wipkingen,R00102,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,177
2019-12-31,Z31122019,Letten,R3Z178,2289.0,Veröffentlicht,Wipkingen,R00102,Kreis 10 (ab 1934),R01500,2019-12-31,2019-12-31,2019,178
2019-12-31,Z31122019,Mühlacker,R3Z179,4151.0,Veröffentlicht,Affoltern,R00111,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,179
2019-12-31,Z31122019,Holzerhurd,R3Z180,2315.0,Veröffentlicht,Affoltern,R00111,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,180
2019-12-31,Z31122019,Zehntenhausplatz,R3Z181,4652.0,Veröffentlicht,Affoltern,R00111,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,181
2019-12-31,Z31122019,Lerchenberg,R3Z182,6756.0,Veröffentlicht,Affoltern,R00111,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,182
2019-12-31,Z31122019,Schützenmatt,R3Z183,1925.0,Veröffentlicht,Affoltern,R00111,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,183
2019-12-31,Z31122019,Hürst,R3Z184,3590.0,Veröffentlicht,Affoltern,R00111,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,184
2019-12-31,Z31122019,Reckenholz,R3Z185,3321.0,Veröffentlicht,Affoltern,R00111,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,185
2019-12-31,Z31122019,Neu-Oerlikon,R3Z186,5168.0,Veröffentlicht,Oerlikon,R00115,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,186
2019-12-31,Z31122019,Holunderhof,R3Z187,1725.0,Veröffentlicht,Oerlikon,R00115,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,187
2019-12-31,Z31122019,Albin Zollinger-Platz,R3Z188,3320.0,Veröffentlicht,Oerlikon,R00115,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,188
2019-12-31,Z31122019,Marktplatz Oerlikon,R3Z189,2067.0,Veröffentlicht,Oerlikon,R00115,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,189
2019-12-31,Z31122019,Tramdepot,R3Z190,2422.0,Veröffentlicht,Oerlikon,R00115,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,190
2019-12-31,Z31122019,Messegelände,R3Z191,1628.0,Veröffentlicht,Oerlikon,R00115,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,191
2019-12-31,Z31122019,Magdalenenstrasse,R3Z192,2222.0,Veröffentlicht,Oerlikon,R00115,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,192
2019-12-31,Z31122019,Berninaplatz,R3Z193,2556.0,Veröffentlicht,Oerlikon,R00115,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,193
2019-12-31,Z31122019,Gorwiden,R3Z194,1394.0,Veröffentlicht,Oerlikon,R00115,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,194
2019-12-31,Z31122019,Murwiesenstrasse,R3Z195,786.0,Veröffentlicht,Oerlikon,R00115,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,195
2019-12-31,Z31122019,Köschenrüti,R3Z196,4110.0,Veröffentlicht,Seebach,R00119,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,196
2019-12-31,Z31122019,Schwandenholz,R3Z197,3536.0,Veröffentlicht,Seebach,R00119,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,197
2019-12-31,Z31122019,Felsenrain,R3Z198,2151.0,Veröffentlicht,Seebach,R00119,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,198
2019-12-31,Z31122019,Höhenring,R3Z199,4424.0,Veröffentlicht,Seebach,R00119,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,199
2019-12-31,Z31122019,Ausserdorfstrasse,R3Z200,958.0,Veröffentlicht,Seebach,R00119,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,200
2019-12-31,Z31122019,Eichrain,R3Z201,4750.0,Veröffentlicht,Seebach,R00119,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,201
2019-12-31,Z31122019,Ettenfeld,R3Z202,1815.0,Veröffentlicht,Seebach,R00119,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,202
2019-12-31,Z31122019,Grünhaldenstrasse,R3Z203,2087.0,Veröffentlicht,Seebach,R00119,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,203
2019-12-31,Z31122019,Leutschenbach,R3Z204,1975.0,Veröffentlicht,Seebach,R00119,Kreis 11 (ab 1970),R01800,2019-12-31,2019-12-31,2019,204
2019-12-31,Z31122019,Hagenholz,R3Z205,3776.0,Veröffentlicht,Saatlen,R00121,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2019-12-31,2019-12-31,2019,205
2019-12-31,Z31122019,Dreispitz,R3Z206,3599.0,Veröffentlicht,Saatlen,R00121,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2019-12-31,2019-12-31,2019,206
2019-12-31,Z31122019,Auzelg,R3Z207,1466.0,Veröffentlicht,Saatlen,R00121,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2019-12-31,2019-12-31,2019,207
2019-12-31,Z31122019,Tulpenstrasse,R3Z208,1873.0,Veröffentlicht,Schwamendingen-Mitte,R00122,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2019-12-31,2019-12-31,2019,208
2019-12-31,Z31122019,Bocklerstrasse,R3Z209,1565.0,Veröffentlicht,Schwamendingen-Mitte,R00122,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2019-12-31,2019-12-31,2019,209
2019-12-31,Z31122019,Auhof,R3Z210,2821.0,Veröffentlicht,Schwamendingen-Mitte,R00122,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2019-12-31,2019-12-31,2019,210
2019-12-31,Z31122019,Schürgistrasse,R3Z211,2856.0,Veröffentlicht,Schwamendingen-Mitte,R00122,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2019-12-31,2019-12-31,2019,211
2019-12-31,Z31122019,Roswiesenstrasse,R3Z212,2146.0,Veröffentlicht,Schwamendingen-Mitte,R00122,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2019-12-31,2019-12-31,2019,212
2019-12-31,Z31122019,Kronwiesenstrasse,R3Z213,1843.0,Veröffentlicht,Hirzenbach,R00123,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2019-12-31,2019-12-31,2019,213
2019-12-31,Z31122019,Hirzenbachstrasse,R3Z214,3904.0,Veröffentlicht,Hirzenbach,R00123,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2019-12-31,2019-12-31,2019,214
2019-12-31,Z31122019,Mattenhof,R3Z215,5512.0,Veröffentlicht,Hirzenbach,R00123,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2019-12-31,2019-12-31,2019,215
2019-12-31,Z31122019,Probsteistrasse,R3Z216,1870.0,Veröffentlicht,Hirzenbach,R00123,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2019-12-31,2019-12-31,2019,216
2018-12-31,Z31122018,Zähringerstrasse,R3Z001,599.0,Veröffentlicht,Rathaus,R00011,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,1
2018-12-31,Z31122018,Prediger,R3Z002,1022.0,Veröffentlicht,Rathaus,R00011,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,2
2018-12-31,Z31122018,Grossmünster,R3Z003,911.0,Veröffentlicht,Rathaus,R00011,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,3
2018-12-31,Z31122018,Oberdorf,R3Z004,735.0,Veröffentlicht,Rathaus,R00011,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,4
2018-12-31,Z31122018,Central,R3Z005,369.0,Veröffentlicht,Hochschulen,R00012,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,5
2018-12-31,Z31122018,ETH / Universität,R3Z006,50.0,Veröffentlicht,Hochschulen,R00012,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,6
2018-12-31,Z31122018,Bellevue,R3Z007,245.0,Veröffentlicht,Hochschulen,R00012,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,7
2018-12-31,Z31122018,Schipfe,R3Z009,506.0,Veröffentlicht,Lindenhof,R00013,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,9
2018-12-31,Z31122018,Münsterhof,R3Z010,441.0,Veröffentlicht,Lindenhof,R00013,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,10
2018-12-31,Z31122018,Stadthaus,R3Z011,43.0,Veröffentlicht,Lindenhof,R00013,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,11
2018-12-31,Z31122018,Bahnhofplatz,R3Z012,33.0,Veröffentlicht,City,R00014,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,12
2018-12-31,Z31122018,Sihlporte,R3Z013,137.0,Veröffentlicht,City,R00014,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,13
2018-12-31,Z31122018,Selnaustrasse,R3Z014,608.0,Veröffentlicht,City,R00014,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,14
2018-12-31,Z31122018,Paradeplatz,R3Z015,51.0,Veröffentlicht,City,R00014,Kreis 1 (Stadtgebiet vor 1893),R10000,2018-12-31,2018-12-31,2018,15
2018-12-31,Z31122018,Bahnhof Wollishofen,R3Z016,462.0,Veröffentlicht,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,16
2018-12-31,Z31122018,Bellariastrasse,R3Z017,2988.0,Veröffentlicht,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,17
2018-12-31,Z31122018,Muggenbühl,R3Z018,2081.0,Veröffentlicht,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,18
2018-12-31,Z31122018,Morgental,R3Z019,1346.0,Veröffentlicht,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,19
2018-12-31,Z31122018,Manegg,R3Z020,1297.0,Veröffentlicht,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,20
2018-12-31,Z31122018,Waschanstalt,R3Z021,210.0,Veröffentlicht,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,21
2018-12-31,Z31122018,Auf der Egg,R3Z022,1454.0,Veröffentlicht,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,22
2018-12-31,Z31122018,Kalchbühl,R3Z023,2949.0,Veröffentlicht,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,23
2018-12-31,Z31122018,Entlisberg,R3Z024,4067.0,Veröffentlicht,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,24
2018-12-31,Z31122018,Verenastrasse,R3Z025,1247.0,Veröffentlicht,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,25
2018-12-31,Z31122018,Seeblickstrasse,R3Z026,822.0,Veröffentlicht,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,26
2018-12-31,Z31122018,Höckler,R3Z028,2104.0,Veröffentlicht,Leimbach,R00023,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,28
2018-12-31,Z31122018,Marbachweg,R3Z029,1597.0,Veröffentlicht,Leimbach,R00023,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,29
2018-12-31,Z31122018,Sihlweidstrasse,R3Z030,2619.0,Veröffentlicht,Leimbach,R00023,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,30
2018-12-31,Z31122018,Parkring,R3Z031,1257.0,Veröffentlicht,Enge,R00024,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,31
2018-12-31,Z31122018,Kongresshaus,R3Z032,904.0,Veröffentlicht,Enge,R00024,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,32
2018-12-31,Z31122018,Belvoir-Park,R3Z033,1210.0,Veröffentlicht,Enge,R00024,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,33
2018-12-31,Z31122018,Museum Rietberg,R3Z034,3254.0,Veröffentlicht,Enge,R00024,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,34
2018-12-31,Z31122018,Rieterplatz,R3Z035,2596.0,Veröffentlicht,Enge,R00024,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,35
2018-12-31,Z31122018,Gartenstrasse,R3Z036,413.0,Veröffentlicht,Enge,R00024,Kreis 2 (ab 1893),R00200,2018-12-31,2018-12-31,2018,36
2018-12-31,Z31122018,Höfliweg,R3Z038,4492.0,Veröffentlicht,Alt-Wiedikon,R00031,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,38
2018-12-31,Z31122018,Goldbrunnenplatz,R3Z039,2543.0,Veröffentlicht,Alt-Wiedikon,R00031,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,39
2018-12-31,Z31122018,Gotthelfstrasse,R3Z040,1900.0,Veröffentlicht,Alt-Wiedikon,R00031,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,40
2018-12-31,Z31122018,Manesseplatz,R3Z041,3331.0,Veröffentlicht,Alt-Wiedikon,R00031,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,41
2018-12-31,Z31122018,Binz,R3Z042,2450.0,Veröffentlicht,Alt-Wiedikon,R00031,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,42
2018-12-31,Z31122018,Saalsporthalle,R3Z043,3240.0,Veröffentlicht,Alt-Wiedikon,R00031,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,43
2018-12-31,Z31122018,Heuried,R3Z044,1279.0,Veröffentlicht,Friesenberg,R00033,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,44
2018-12-31,Z31122018,Gehrenholz,R3Z045,2380.0,Veröffentlicht,Friesenberg,R00033,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,45
2018-12-31,Z31122018,Uetliberg,R3Z046,2151.0,Veröffentlicht,Friesenberg,R00033,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,46
2018-12-31,Z31122018,Strassenverkehrsamt,R3Z047,1482.0,Veröffentlicht,Friesenberg,R00033,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,47
2018-12-31,Z31122018,Albisgüetli,R3Z048,1654.0,Veröffentlicht,Friesenberg,R00033,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,48
2018-12-31,Z31122018,Triemli,R3Z049,1987.0,Veröffentlicht,Friesenberg,R00033,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,49
2018-12-31,Z31122018,Schaufelbergerstrasse,R3Z050,3344.0,Veröffentlicht,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,50
2018-12-31,Z31122018,Friedhof Sihlfeld,R3Z051,1618.0,Veröffentlicht,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,51
2018-12-31,Z31122018,Brahmsstrasse,R3Z052,2906.0,Veröffentlicht,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,52
2018-12-31,Z31122018,Fritschistrasse,R3Z053,2783.0,Veröffentlicht,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,53
2018-12-31,Z31122018,Idaplatz,R3Z054,3733.0,Veröffentlicht,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,54
2018-12-31,Z31122018,Zwinglihaus,R3Z055,3368.0,Veröffentlicht,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,55
2018-12-31,Z31122018,Bahnhof Wiedikon,R3Z056,2111.0,Veröffentlicht,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,56
2018-12-31,Z31122018,Sihlhölzli,R3Z057,1817.0,Veröffentlicht,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2018-12-31,2018-12-31,2018,57
2018-12-31,Z31122018,Kalkbreite,R3Z058,1900.0,Veröffentlicht,Werd,R00041,Kreis 4 (ab 1915),R00700,2018-12-31,2018-12-31,2018,58
2018-12-31,Z31122018,Werdplatz,R3Z059,869.0,Veröffentlicht,Werd,R00041,Kreis 4 (ab 1915),R00700,2018-12-31,2018-12-31,2018,59
