ZEIT_LANG,ZEIT_CODE,RAUM_LANG,RAUM_CODE,BEW,Datenstatus,KREISEZH_LANG,KREISEZH_CODE,StichtagDatJahr,StichtagDatJahr_str,Jahr,RAUM_my_sort
1984-12-31,Z31121984,Höngg,R00101,18334.0,Definitiv,Kreis 10 (ab 1934),R01500,1984-12-31,1984-12-31,1984,101
1984-12-31,Z31121984,City,R00014,891.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1984-12-31,1984-12-31,1984,14
1984-12-31,Z31121984,Gewerbeschule,R00051,9208.0,Definitiv,Kreis 5 (ab 1915),R00800,1984-12-31,1984-12-31,1984,51
1984-12-31,Z31121984,Wipkingen,R00102,15980.0,Definitiv,Kreis 10 (ab 1934),R01500,1984-12-31,1984-12-31,1984,102
1984-12-31,Z31121984,Albisrieden,R00091,17581.0,Definitiv,Kreis 9 (ab 1934),R01400,1984-12-31,1984-12-31,1984,91
1984-12-31,Z31121984,Sihlfeld,R00034,20995.0,Definitiv,Kreis 3 (ab 1915),R00600,1984-12-31,1984-12-31,1984,34
1984-12-31,Z31121984,Oberstrass,R00063,10454.0,Definitiv,Kreis 6 (ab 1934),R01200,1984-12-31,1984-12-31,1984,63
1984-12-31,Z31121984,Rathaus,R00011,3277.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1984-12-31,1984-12-31,1984,11
1984-12-31,Z31121984,Fluntern,R00071,7504.0,Definitiv,Kreis 7 (ab 1934),R01300,1984-12-31,1984-12-31,1984,71
1984-12-31,Z31121984,Lindenhof,R00013,1114.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1984-12-31,1984-12-31,1984,13
1984-12-31,Z31121984,Leimbach,R00023,4905.0,Definitiv,Kreis 2 (ab 1893),R00200,1984-12-31,1984-12-31,1984,23
1984-12-31,Z31121984,Alt-Wiedikon,R00031,13680.0,Definitiv,Kreis 3 (ab 1915),R00600,1984-12-31,1984-12-31,1984,31
1984-12-31,Z31121984,Escher Wyss,R00052,1570.0,Definitiv,Kreis 5 (ab 1915),R00800,1984-12-31,1984-12-31,1984,52
1984-12-31,Z31121984,Langstrasse,R00042,11402.0,Definitiv,Kreis 4 (ab 1915),R00700,1984-12-31,1984-12-31,1984,42
1984-12-31,Z31121984,Hirslanden,R00073,6935.0,Definitiv,Kreis 7 (ab 1934),R01300,1984-12-31,1984-12-31,1984,73
1984-12-31,Z31121984,Schwamendingen-Mitte,R00122,10285.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1984-12-31,1984-12-31,1984,122
1984-12-31,Z31121984,Seefeld,R00081,5790.0,Definitiv,Kreis 8 (ab 1915),R01100,1984-12-31,1984-12-31,1984,81
1984-12-31,Z31121984,Unterstrass,R00061,20847.0,Definitiv,Kreis 6 (ab 1934),R01200,1984-12-31,1984-12-31,1984,61
1984-12-31,Z31121984,Witikon,R00074,10076.0,Definitiv,Kreis 7 (ab 1934),R01300,1984-12-31,1984-12-31,1984,74
1984-12-31,Z31121984,Affoltern,R00111,17885.0,Definitiv,Kreis 11 (ab 1970),R01800,1984-12-31,1984-12-31,1984,111
1984-12-31,Z31121984,Saatlen,R00121,6628.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1984-12-31,1984-12-31,1984,121
1984-12-31,Z31121984,Friesenberg,R00033,10182.0,Definitiv,Kreis 3 (ab 1915),R00600,1984-12-31,1984-12-31,1984,33
1984-12-31,Z31121984,Hirzenbach,R00123,11389.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1984-12-31,1984-12-31,1984,123
1984-12-31,Z31121984,Seebach,R00119,17883.0,Definitiv,Kreis 11 (ab 1970),R01800,1984-12-31,1984-12-31,1984,119
1984-12-31,Z31121984,Werd,R00041,3891.0,Definitiv,Kreis 4 (ab 1915),R00700,1984-12-31,1984-12-31,1984,41
1984-12-31,Z31121984,Hottingen,R00072,10438.0,Definitiv,Kreis 7 (ab 1934),R01300,1984-12-31,1984-12-31,1984,72
1984-12-31,Z31121984,Hard,R00044,12372.0,Definitiv,Kreis 4 (ab 1915),R00700,1984-12-31,1984-12-31,1984,44
1984-12-31,Z31121984,Enge,R00024,8528.0,Definitiv,Kreis 2 (ab 1893),R00200,1984-12-31,1984-12-31,1984,24
1984-12-31,Z31121984,Mühlebach,R00082,5718.0,Definitiv,Kreis 8 (ab 1915),R01100,1984-12-31,1984-12-31,1984,82
1984-12-31,Z31121984,Weinegg,R00083,5360.0,Definitiv,Kreis 8 (ab 1915),R01100,1984-12-31,1984-12-31,1984,83
1984-12-31,Z31121984,Altstetten,R00092,26933.0,Definitiv,Kreis 9 (ab 1934),R01400,1984-12-31,1984-12-31,1984,92
1984-12-31,Z31121984,Oerlikon,R00115,16183.0,Definitiv,Kreis 11 (ab 1970),R01800,1984-12-31,1984-12-31,1984,115
1984-12-31,Z31121984,Wollishofen,R00021,16332.0,Definitiv,Kreis 2 (ab 1893),R00200,1984-12-31,1984-12-31,1984,21
1984-12-31,Z31121984,Hochschulen,R00012,943.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1984-12-31,1984-12-31,1984,12
1983-12-31,Z31121983,Altstetten,R00092,27223.0,Definitiv,Kreis 9 (ab 1934),R01400,1983-12-31,1983-12-31,1983,92
1983-12-31,Z31121983,Höngg,R00101,17716.0,Definitiv,Kreis 10 (ab 1934),R01500,1983-12-31,1983-12-31,1983,101
1983-12-31,Z31121983,Hochschulen,R00012,975.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1983-12-31,1983-12-31,1983,12
1983-12-31,Z31121983,Langstrasse,R00042,11650.0,Definitiv,Kreis 4 (ab 1915),R00700,1983-12-31,1983-12-31,1983,42
1983-12-31,Z31121983,Fluntern,R00071,7653.0,Definitiv,Kreis 7 (ab 1934),R01300,1983-12-31,1983-12-31,1983,71
1983-12-31,Z31121983,Oberstrass,R00063,10452.0,Definitiv,Kreis 6 (ab 1934),R01200,1983-12-31,1983-12-31,1983,63
1983-12-31,Z31121983,Alt-Wiedikon,R00031,13661.0,Definitiv,Kreis 3 (ab 1915),R00600,1983-12-31,1983-12-31,1983,31
1983-12-31,Z31121983,Unterstrass,R00061,20886.0,Definitiv,Kreis 6 (ab 1934),R01200,1983-12-31,1983-12-31,1983,61
1983-12-31,Z31121983,Saatlen,R00121,6682.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1983-12-31,1983-12-31,1983,121
1983-12-31,Z31121983,Lindenhof,R00013,1178.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1983-12-31,1983-12-31,1983,13
1983-12-31,Z31121983,Albisrieden,R00091,17441.0,Definitiv,Kreis 9 (ab 1934),R01400,1983-12-31,1983-12-31,1983,91
1983-12-31,Z31121983,Wipkingen,R00102,16118.0,Definitiv,Kreis 10 (ab 1934),R01500,1983-12-31,1983-12-31,1983,102
1983-12-31,Z31121983,Affoltern,R00111,18183.0,Definitiv,Kreis 11 (ab 1970),R01800,1983-12-31,1983-12-31,1983,111
1983-12-31,Z31121983,Seefeld,R00081,6016.0,Definitiv,Kreis 8 (ab 1915),R01100,1983-12-31,1983-12-31,1983,81
1983-12-31,Z31121983,Gewerbeschule,R00051,9267.0,Definitiv,Kreis 5 (ab 1915),R00800,1983-12-31,1983-12-31,1983,51
1983-12-31,Z31121983,Sihlfeld,R00034,21151.0,Definitiv,Kreis 3 (ab 1915),R00600,1983-12-31,1983-12-31,1983,34
1983-12-31,Z31121983,Hirzenbach,R00123,11434.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1983-12-31,1983-12-31,1983,123
1983-12-31,Z31121983,Enge,R00024,8581.0,Definitiv,Kreis 2 (ab 1893),R00200,1983-12-31,1983-12-31,1983,24
1983-12-31,Z31121983,Mühlebach,R00082,5767.0,Definitiv,Kreis 8 (ab 1915),R01100,1983-12-31,1983-12-31,1983,82
1983-12-31,Z31121983,Escher Wyss,R00052,1614.0,Definitiv,Kreis 5 (ab 1915),R00800,1983-12-31,1983-12-31,1983,52
1983-12-31,Z31121983,Hottingen,R00072,10491.0,Definitiv,Kreis 7 (ab 1934),R01300,1983-12-31,1983-12-31,1983,72
1983-12-31,Z31121983,City,R00014,902.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1983-12-31,1983-12-31,1983,14
1983-12-31,Z31121983,Oerlikon,R00115,16402.0,Definitiv,Kreis 11 (ab 1970),R01800,1983-12-31,1983-12-31,1983,115
1983-12-31,Z31121983,Hard,R00044,12495.0,Definitiv,Kreis 4 (ab 1915),R00700,1983-12-31,1983-12-31,1983,44
1983-12-31,Z31121983,Witikon,R00074,9985.0,Definitiv,Kreis 7 (ab 1934),R01300,1983-12-31,1983-12-31,1983,74
1983-12-31,Z31121983,Seebach,R00119,18090.0,Definitiv,Kreis 11 (ab 1970),R01800,1983-12-31,1983-12-31,1983,119
1983-12-31,Z31121983,Friesenberg,R00033,10233.0,Definitiv,Kreis 3 (ab 1915),R00600,1983-12-31,1983-12-31,1983,33
1983-12-31,Z31121983,Werd,R00041,3904.0,Definitiv,Kreis 4 (ab 1915),R00700,1983-12-31,1983-12-31,1983,41
1983-12-31,Z31121983,Rathaus,R00011,3304.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1983-12-31,1983-12-31,1983,11
1983-12-31,Z31121983,Schwamendingen-Mitte,R00122,10453.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1983-12-31,1983-12-31,1983,122
1983-12-31,Z31121983,Hirslanden,R00073,6926.0,Definitiv,Kreis 7 (ab 1934),R01300,1983-12-31,1983-12-31,1983,73
1983-12-31,Z31121983,Leimbach,R00023,4919.0,Definitiv,Kreis 2 (ab 1893),R00200,1983-12-31,1983-12-31,1983,23
1983-12-31,Z31121983,Wollishofen,R00021,16502.0,Definitiv,Kreis 2 (ab 1893),R00200,1983-12-31,1983-12-31,1983,21
1983-12-31,Z31121983,Weinegg,R00083,5398.0,Definitiv,Kreis 8 (ab 1915),R01100,1983-12-31,1983-12-31,1983,83
1982-12-31,Z31121982,Albisrieden,R00091,17312.0,Definitiv,Kreis 9 (ab 1934),R01400,1982-12-31,1982-12-31,1982,91
1982-12-31,Z31121982,Wipkingen,R00102,16179.0,Definitiv,Kreis 10 (ab 1934),R01500,1982-12-31,1982-12-31,1982,102
1982-12-31,Z31121982,Saatlen,R00121,6764.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1982-12-31,1982-12-31,1982,121
1982-12-31,Z31121982,Hirzenbach,R00123,11540.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1982-12-31,1982-12-31,1982,123
1982-12-31,Z31121982,Weinegg,R00083,5509.0,Definitiv,Kreis 8 (ab 1915),R01100,1982-12-31,1982-12-31,1982,83
1982-12-31,Z31121982,Hottingen,R00072,10650.0,Definitiv,Kreis 7 (ab 1934),R01300,1982-12-31,1982-12-31,1982,72
1982-12-31,Z31121982,Fluntern,R00071,7748.0,Definitiv,Kreis 7 (ab 1934),R01300,1982-12-31,1982-12-31,1982,71
1982-12-31,Z31121982,Alt-Wiedikon,R00031,13800.0,Definitiv,Kreis 3 (ab 1915),R00600,1982-12-31,1982-12-31,1982,31
1982-12-31,Z31121982,Witikon,R00074,9991.0,Definitiv,Kreis 7 (ab 1934),R01300,1982-12-31,1982-12-31,1982,74
1982-12-31,Z31121982,Seebach,R00119,18303.0,Definitiv,Kreis 11 (ab 1970),R01800,1982-12-31,1982-12-31,1982,119
1982-12-31,Z31121982,Langstrasse,R00042,11630.0,Definitiv,Kreis 4 (ab 1915),R00700,1982-12-31,1982-12-31,1982,42
1982-12-31,Z31121982,Werd,R00041,3930.0,Definitiv,Kreis 4 (ab 1915),R00700,1982-12-31,1982-12-31,1982,41
1982-12-31,Z31121982,Escher Wyss,R00052,1523.0,Definitiv,Kreis 5 (ab 1915),R00800,1982-12-31,1982-12-31,1982,52
1982-12-31,Z31121982,Friesenberg,R00033,10309.0,Definitiv,Kreis 3 (ab 1915),R00600,1982-12-31,1982-12-31,1982,33
1982-12-31,Z31121982,Hochschulen,R00012,1020.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1982-12-31,1982-12-31,1982,12
1982-12-31,Z31121982,Schwamendingen-Mitte,R00122,10638.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1982-12-31,1982-12-31,1982,122
1982-12-31,Z31121982,Gewerbeschule,R00051,9300.0,Definitiv,Kreis 5 (ab 1915),R00800,1982-12-31,1982-12-31,1982,51
1982-12-31,Z31121982,Leimbach,R00023,4977.0,Definitiv,Kreis 2 (ab 1893),R00200,1982-12-31,1982-12-31,1982,23
1982-12-31,Z31121982,Unterstrass,R00061,21235.0,Definitiv,Kreis 6 (ab 1934),R01200,1982-12-31,1982-12-31,1982,61
1982-12-31,Z31121982,Wollishofen,R00021,16761.0,Definitiv,Kreis 2 (ab 1893),R00200,1982-12-31,1982-12-31,1982,21
1982-12-31,Z31121982,Oberstrass,R00063,10544.0,Definitiv,Kreis 6 (ab 1934),R01200,1982-12-31,1982-12-31,1982,63
1982-12-31,Z31121982,Altstetten,R00092,27450.0,Definitiv,Kreis 9 (ab 1934),R01400,1982-12-31,1982-12-31,1982,92
1982-12-31,Z31121982,Hirslanden,R00073,6969.0,Definitiv,Kreis 7 (ab 1934),R01300,1982-12-31,1982-12-31,1982,73
1982-12-31,Z31121982,Mühlebach,R00082,5772.0,Definitiv,Kreis 8 (ab 1915),R01100,1982-12-31,1982-12-31,1982,82
1982-12-31,Z31121982,Enge,R00024,8750.0,Definitiv,Kreis 2 (ab 1893),R00200,1982-12-31,1982-12-31,1982,24
1982-12-31,Z31121982,Rathaus,R00011,3356.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1982-12-31,1982-12-31,1982,11
1982-12-31,Z31121982,Affoltern,R00111,18308.0,Definitiv,Kreis 11 (ab 1970),R01800,1982-12-31,1982-12-31,1982,111
1982-12-31,Z31121982,City,R00014,956.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1982-12-31,1982-12-31,1982,14
1982-12-31,Z31121982,Höngg,R00101,17397.0,Definitiv,Kreis 10 (ab 1934),R01500,1982-12-31,1982-12-31,1982,101
1982-12-31,Z31121982,Oerlikon,R00115,16375.0,Definitiv,Kreis 11 (ab 1970),R01800,1982-12-31,1982-12-31,1982,115
1982-12-31,Z31121982,Seefeld,R00081,6031.0,Definitiv,Kreis 8 (ab 1915),R01100,1982-12-31,1982-12-31,1982,81
1982-12-31,Z31121982,Hard,R00044,12474.0,Definitiv,Kreis 4 (ab 1915),R00700,1982-12-31,1982-12-31,1982,44
1982-12-31,Z31121982,Lindenhof,R00013,1259.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1982-12-31,1982-12-31,1982,13
1982-12-31,Z31121982,Sihlfeld,R00034,21580.0,Definitiv,Kreis 3 (ab 1915),R00600,1982-12-31,1982-12-31,1982,34
1981-12-31,Z31121981,Saatlen,R00121,6832.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1981-12-31,1981-12-31,1981,121
1981-12-31,Z31121981,Schwamendingen-Mitte,R00122,10692.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1981-12-31,1981-12-31,1981,122
1981-12-31,Z31121981,Sihlfeld,R00034,21658.0,Definitiv,Kreis 3 (ab 1915),R00600,1981-12-31,1981-12-31,1981,34
1981-12-31,Z31121981,Seebach,R00119,18447.0,Definitiv,Kreis 11 (ab 1970),R01800,1981-12-31,1981-12-31,1981,119
1981-12-31,Z31121981,Langstrasse,R00042,11848.0,Definitiv,Kreis 4 (ab 1915),R00700,1981-12-31,1981-12-31,1981,42
1981-12-31,Z31121981,Mühlebach,R00082,5860.0,Definitiv,Kreis 8 (ab 1915),R01100,1981-12-31,1981-12-31,1981,82
1981-12-31,Z31121981,Oberstrass,R00063,10589.0,Definitiv,Kreis 6 (ab 1934),R01200,1981-12-31,1981-12-31,1981,63
1981-12-31,Z31121981,Leimbach,R00023,4968.0,Definitiv,Kreis 2 (ab 1893),R00200,1981-12-31,1981-12-31,1981,23
1981-12-31,Z31121981,Hottingen,R00072,10762.0,Definitiv,Kreis 7 (ab 1934),R01300,1981-12-31,1981-12-31,1981,72
1981-12-31,Z31121981,Enge,R00024,8971.0,Definitiv,Kreis 2 (ab 1893),R00200,1981-12-31,1981-12-31,1981,24
1981-12-31,Z31121981,Hirslanden,R00073,7090.0,Definitiv,Kreis 7 (ab 1934),R01300,1981-12-31,1981-12-31,1981,73
1981-12-31,Z31121981,Fluntern,R00071,7944.0,Definitiv,Kreis 7 (ab 1934),R01300,1981-12-31,1981-12-31,1981,71
1981-12-31,Z31121981,Höngg,R00101,17024.0,Definitiv,Kreis 10 (ab 1934),R01500,1981-12-31,1981-12-31,1981,101
1981-12-31,Z31121981,Wollishofen,R00021,16668.0,Definitiv,Kreis 2 (ab 1893),R00200,1981-12-31,1981-12-31,1981,21
1981-12-31,Z31121981,Escher Wyss,R00052,1460.0,Definitiv,Kreis 5 (ab 1915),R00800,1981-12-31,1981-12-31,1981,52
1981-12-31,Z31121981,Werd,R00041,3916.0,Definitiv,Kreis 4 (ab 1915),R00700,1981-12-31,1981-12-31,1981,41
1981-12-31,Z31121981,Altstetten,R00092,27581.0,Definitiv,Kreis 9 (ab 1934),R01400,1981-12-31,1981-12-31,1981,92
1981-12-31,Z31121981,Oerlikon,R00115,16527.0,Definitiv,Kreis 11 (ab 1970),R01800,1981-12-31,1981-12-31,1981,115
1981-12-31,Z31121981,Alt-Wiedikon,R00031,13689.0,Definitiv,Kreis 3 (ab 1915),R00600,1981-12-31,1981-12-31,1981,31
1981-12-31,Z31121981,Affoltern,R00111,18034.0,Definitiv,Kreis 11 (ab 1970),R01800,1981-12-31,1981-12-31,1981,111
1981-12-31,Z31121981,Seefeld,R00081,6087.0,Definitiv,Kreis 8 (ab 1915),R01100,1981-12-31,1981-12-31,1981,81
1981-12-31,Z31121981,Lindenhof,R00013,1304.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1981-12-31,1981-12-31,1981,13
1981-12-31,Z31121981,City,R00014,1033.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1981-12-31,1981-12-31,1981,14
1981-12-31,Z31121981,Hard,R00044,12720.0,Definitiv,Kreis 4 (ab 1915),R00700,1981-12-31,1981-12-31,1981,44
1981-12-31,Z31121981,Albisrieden,R00091,17516.0,Definitiv,Kreis 9 (ab 1934),R01400,1981-12-31,1981-12-31,1981,91
1981-12-31,Z31121981,Gewerbeschule,R00051,9332.0,Definitiv,Kreis 5 (ab 1915),R00800,1981-12-31,1981-12-31,1981,51
1981-12-31,Z31121981,Unterstrass,R00061,21462.0,Definitiv,Kreis 6 (ab 1934),R01200,1981-12-31,1981-12-31,1981,61
1981-12-31,Z31121981,Weinegg,R00083,5519.0,Definitiv,Kreis 8 (ab 1915),R01100,1981-12-31,1981-12-31,1981,83
1981-12-31,Z31121981,Witikon,R00074,9742.0,Definitiv,Kreis 7 (ab 1934),R01300,1981-12-31,1981-12-31,1981,74
1981-12-31,Z31121981,Hirzenbach,R00123,11610.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1981-12-31,1981-12-31,1981,123
1981-12-31,Z31121981,Hochschulen,R00012,1003.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1981-12-31,1981-12-31,1981,12
1981-12-31,Z31121981,Wipkingen,R00102,16366.0,Definitiv,Kreis 10 (ab 1934),R01500,1981-12-31,1981-12-31,1981,102
1981-12-31,Z31121981,Friesenberg,R00033,10416.0,Definitiv,Kreis 3 (ab 1915),R00600,1981-12-31,1981-12-31,1981,33
1981-12-31,Z31121981,Rathaus,R00011,3501.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1981-12-31,1981-12-31,1981,11
1980-12-31,Z31121980,Albisrieden,R00091,17812.0,Definitiv,Kreis 9 (ab 1934),R01400,1980-12-31,1980-12-31,1980,91
1980-12-31,Z31121980,Saatlen,R00121,6834.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1980-12-31,1980-12-31,1980,121
1980-12-31,Z31121980,Sihlfeld,R00034,21775.0,Definitiv,Kreis 3 (ab 1915),R00600,1980-12-31,1980-12-31,1980,34
1980-12-31,Z31121980,Rathaus,R00011,3539.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1980-12-31,1980-12-31,1980,11
1980-12-31,Z31121980,Hottingen,R00072,11052.0,Definitiv,Kreis 7 (ab 1934),R01300,1980-12-31,1980-12-31,1980,72
1980-12-31,Z31121980,Witikon,R00074,9404.0,Definitiv,Kreis 7 (ab 1934),R01300,1980-12-31,1980-12-31,1980,74
1980-12-31,Z31121980,Escher Wyss,R00052,1514.0,Definitiv,Kreis 5 (ab 1915),R00800,1980-12-31,1980-12-31,1980,52
1980-12-31,Z31121980,Wipkingen,R00102,16548.0,Definitiv,Kreis 10 (ab 1934),R01500,1980-12-31,1980-12-31,1980,102
1980-12-31,Z31121980,Affoltern,R00111,17966.0,Definitiv,Kreis 11 (ab 1970),R01800,1980-12-31,1980-12-31,1980,111
1980-12-31,Z31121980,Seefeld,R00081,6216.0,Definitiv,Kreis 8 (ab 1915),R01100,1980-12-31,1980-12-31,1980,81
1980-12-31,Z31121980,Hochschulen,R00012,1034.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1980-12-31,1980-12-31,1980,12
1980-12-31,Z31121980,Hirzenbach,R00123,11661.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1980-12-31,1980-12-31,1980,123
1980-12-31,Z31121980,City,R00014,1104.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1980-12-31,1980-12-31,1980,14
1980-12-31,Z31121980,Weinegg,R00083,5620.0,Definitiv,Kreis 8 (ab 1915),R01100,1980-12-31,1980-12-31,1980,83
1980-12-31,Z31121980,Oerlikon,R00115,16558.0,Definitiv,Kreis 11 (ab 1970),R01800,1980-12-31,1980-12-31,1980,115
1980-12-31,Z31121980,Alt-Wiedikon,R00031,13920.0,Definitiv,Kreis 3 (ab 1915),R00600,1980-12-31,1980-12-31,1980,31
1980-12-31,Z31121980,Wollishofen,R00021,16708.0,Definitiv,Kreis 2 (ab 1893),R00200,1980-12-31,1980-12-31,1980,21
1980-12-31,Z31121980,Leimbach,R00023,4635.0,Definitiv,Kreis 2 (ab 1893),R00200,1980-12-31,1980-12-31,1980,23
1980-12-31,Z31121980,Fluntern,R00071,7988.0,Definitiv,Kreis 7 (ab 1934),R01300,1980-12-31,1980-12-31,1980,71
1980-12-31,Z31121980,Oberstrass,R00063,10665.0,Definitiv,Kreis 6 (ab 1934),R01200,1980-12-31,1980-12-31,1980,63
1980-12-31,Z31121980,Seebach,R00119,18470.0,Definitiv,Kreis 11 (ab 1970),R01800,1980-12-31,1980-12-31,1980,119
1980-12-31,Z31121980,Hard,R00044,12820.0,Definitiv,Kreis 4 (ab 1915),R00700,1980-12-31,1980-12-31,1980,44
1980-12-31,Z31121980,Enge,R00024,9162.0,Definitiv,Kreis 2 (ab 1893),R00200,1980-12-31,1980-12-31,1980,24
1980-12-31,Z31121980,Gewerbeschule,R00051,9563.0,Definitiv,Kreis 5 (ab 1915),R00800,1980-12-31,1980-12-31,1980,51
1980-12-31,Z31121980,Höngg,R00101,16953.0,Definitiv,Kreis 10 (ab 1934),R01500,1980-12-31,1980-12-31,1980,101
1980-12-31,Z31121980,Werd,R00041,3932.0,Definitiv,Kreis 4 (ab 1915),R00700,1980-12-31,1980-12-31,1980,41
1980-12-31,Z31121980,Langstrasse,R00042,11949.0,Definitiv,Kreis 4 (ab 1915),R00700,1980-12-31,1980-12-31,1980,42
1980-12-31,Z31121980,Schwamendingen-Mitte,R00122,10961.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1980-12-31,1980-12-31,1980,122
1980-12-31,Z31121980,Unterstrass,R00061,21830.0,Definitiv,Kreis 6 (ab 1934),R01200,1980-12-31,1980-12-31,1980,61
1980-12-31,Z31121980,Lindenhof,R00013,1331.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1980-12-31,1980-12-31,1980,13
1980-12-31,Z31121980,Altstetten,R00092,27642.0,Definitiv,Kreis 9 (ab 1934),R01400,1980-12-31,1980-12-31,1980,92
1980-12-31,Z31121980,Hirslanden,R00073,7142.0,Definitiv,Kreis 7 (ab 1934),R01300,1980-12-31,1980-12-31,1980,73
1980-12-31,Z31121980,Mühlebach,R00082,5855.0,Definitiv,Kreis 8 (ab 1915),R01100,1980-12-31,1980-12-31,1980,82
1980-12-31,Z31121980,Friesenberg,R00033,10455.0,Definitiv,Kreis 3 (ab 1915),R00600,1980-12-31,1980-12-31,1980,33
1979-12-31,Z31121979,Schwamendingen-Mitte,R00122,10990.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1979-12-31,1979-12-31,1979,122
1979-12-31,Z31121979,Weinegg,R00083,6043.0,Definitiv,Kreis 8 (ab 1915),R01100,1979-12-31,1979-12-31,1979,83
1979-12-31,Z31121979,Hirzenbach,R00123,11950.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1979-12-31,1979-12-31,1979,123
1979-12-31,Z31121979,Seefeld,R00081,6163.0,Definitiv,Kreis 8 (ab 1915),R01100,1979-12-31,1979-12-31,1979,81
1979-12-31,Z31121979,Sihlfeld,R00034,21989.0,Definitiv,Kreis 3 (ab 1915),R00600,1979-12-31,1979-12-31,1979,34
1979-12-31,Z31121979,Wipkingen,R00102,16810.0,Definitiv,Kreis 10 (ab 1934),R01500,1979-12-31,1979-12-31,1979,102
1979-12-31,Z31121979,Escher Wyss,R00052,1475.0,Definitiv,Kreis 5 (ab 1915),R00800,1979-12-31,1979-12-31,1979,52
1979-12-31,Z31121979,Lindenhof,R00013,1404.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,1979-12-31,1979-12-31,1979,13
1979-12-31,Z31121979,Seebach,R00119,18949.0,Definitiv,Kreis 11 (ab 1970),R01800,1979-12-31,1979-12-31,1979,119
1979-12-31,Z31121979,Witikon,R00074,9606.0,Definitiv,Kreis 7 (ab 1934),R01300,1979-12-31,1979-12-31,1979,74
1979-12-31,Z31121979,Höngg,R00101,17468.0,Definitiv,Kreis 10 (ab 1934),R01500,1979-12-31,1979-12-31,1979,101
1979-12-31,Z31121979,Unterstrass,R00061,22189.0,Definitiv,Kreis 6 (ab 1934),R01200,1979-12-31,1979-12-31,1979,61
1979-12-31,Z31121979,Saatlen,R00121,6785.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,1979-12-31,1979-12-31,1979,121
1979-12-31,Z31121979,Mühlebach,R00082,5793.0,Definitiv,Kreis 8 (ab 1915),R01100,1979-12-31,1979-12-31,1979,82
1979-12-31,Z31121979,Hard,R00044,12515.0,Definitiv,Kreis 4 (ab 1915),R00700,1979-12-31,1979-12-31,1979,44
1979-12-31,Z31121979,Oberstrass,R00063,10985.0,Definitiv,Kreis 6 (ab 1934),R01200,1979-12-31,1979-12-31,1979,63
